
German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;
1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;300/12;360/12;1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;480/12;600/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;7/12;14/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;
20110627;1.02634865;1.09497050;1.31539724;1.38958387;1.58145047;1.86902049;2.06999454;2.53881327;2.84901831;2.98142238;3.64451475;3.82023876;3.80347326;1.08512683;1.26379196;1.33316598;1.40431656;1.64944866;1.96629619;2.31114126;2.60283876;3.04177946;3.36421094;3.51074253;3.98257209;4.23034685;4.27833176;4.30945086;0.54800000;0.57700000;0.56800000;0.72564167;1.05522786;1.50478756;1.72000337;2.53666148;3.16111679;3.32482155;3.98711814;4.42840137;4.48464191;4.33134109;4.23660529;1.37005490;1.59402669;1.96837898;2.53232047;3.38531148;3.88758233;4.11723309;4.35187141;4.67441134;4.87895040;5.11796868;5.56642568;5.88679361;6.18985536;0.09500000;0.12900000;0.16003170;0.24524975;0.32464185;0.38609034;0.66408879;1.01476374;1.11989903;1.63268933;1.99110276;2.12064243;0.00912521;0.11940394;0.12170084;0.00784379;0.02622683;0.09036519;0.19120509;0.42153412;0.65505399;1.17625692;1.50879748;2.27193876;2.89342754;3.11782739;3.96726311;4.39331216;4.82025116;
20110628;1.04965756;1.12905475;1.37806232;1.48389830;1.68300003;1.96884359;2.17324253;2.61578974;2.90170871;3.03215836;3.69486295;3.87448492;3.84613467;1.08388813;1.29892640;1.37411023;1.45769878;1.71241706;2.03089606;2.37717914;2.66785472;3.07961135;3.39316497;3.53054991;4.01769283;4.28400360;4.33843247;4.37380460;0.55000000;0.57700000;0.60700000;0.78277169;1.13488777;1.58287182;1.80245828;2.62621379;3.25460715;3.43550517;4.10057749;4.51258483;4.55867757;4.40490490;4.30962965;1.40806227;1.62499254;1.94604417;2.49400191;3.36539212;3.86406359;4.09880555;4.33497358;4.65196135;4.84917425;5.08989546;5.55455015;5.87833722;6.18457579;0.09500000;0.13000000;0.16503661;0.25025883;0.33267706;0.39615337;0.67422487;1.02184317;1.12699972;1.63424100;1.99147169;2.11848937;0.02433481;0.12170226;0.15213673;0.01219095;0.03026479;0.10588177;0.22139142;0.47494946;0.77224910;1.30354273;1.64238846;2.40089890;2.99803369;3.21338184;4.01769650;4.42104684;4.82519462;
20110629;0.99617823;1.09364053;1.39246345;1.55345383;1.75357357;2.03547890;2.23160510;2.66162297;2.95026973;3.07030109;3.71894826;3.90833932;3.89476377;1.06936192;1.23443893;1.36250110;1.47841383;1.74931964;2.06639240;2.41496720;2.70686446;3.11864046;3.40612253;3.54472860;4.03796263;4.30714890;4.36431586;4.40130983;0.55000000;0.57700000;0.61900000;0.80584444;1.18244056;1.64315367;1.86493927;2.69987874;3.32955870;3.50951047;4.15457393;4.55559924;4.59372629;4.42669657;4.33663025;1.39857091;1.60386406;1.91665605;2.44460922;3.29518359;3.79698457;4.04831479;4.29394329;4.62778146;4.81019290;5.04676390;5.50830220;5.83721829;6.14825194;0.10300000;0.13200000;0.17004101;0.25627104;0.34070989;0.40924910;0.68947272;1.04045101;1.14566206;1.65673151;2.00565682;2.13285771;0.00811127;0.12170226;0.17242970;0.00639655;0.02267355;0.10354983;0.18870389;0.46393472;0.79771694;1.36813096;1.71115687;2.48889732;3.08139003;3.29485721;4.08286546;4.47801428;4.87392818;
20110630;0.99075505;1.10536492;1.42528500;1.60165942;1.80284157;2.08386801;2.27483651;2.68889304;2.96307501;3.08211866;3.72637999;3.91641556;3.92179337;1.09881902;1.24264452;1.36505095;1.48718444;1.76880146;2.08329589;2.42659417;2.71226871;3.10550373;3.39324265;3.53594531;4.03671188;4.30797191;4.36629821;4.40390797;0.55000000;0.57700000;0.61600000;0.82295342;1.21893725;1.68402278;1.90692024;2.74820333;3.37988657;3.56250525;4.19365995;4.56698693;4.58720423;4.41274340;4.32072446;1.36098663;1.53562858;1.88020494;2.34150068;3.14337230;3.67241354;3.94064845;4.19576260;4.53694013;4.74027885;4.98328845;5.44332465;5.76355237;6.06629582;0.10200000;0.13300000;0.17404506;0.26529729;0.35579059;0.42333019;0.70673519;1.05897322;1.16100067;1.66325164;2.01110612;2.15073181;0.01520891;0.12170226;0.15213673;0.01142591;0.02068821;0.10171842;0.19276352;0.45654250;0.82815740;1.42405261;1.78243811;2.57038481;3.13974638;3.34491363;4.09571790;4.47215896;4.84929434;
20110701;0.96148114;1.09464917;1.45254529;1.64285027;1.83997848;2.10970738;2.29972812;2.70859007;2.97501436;3.09772774;3.72186742;3.89521744;3.88845817;1.12908346;1.27074608;1.38739711;1.50447473;1.79795234;2.10811145;2.44669226;2.73125698;3.12922183;3.41323678;3.54960298;4.02313636;4.27300328;4.31878668;4.34852897;0.55000000;0.57500000;0.62300000;0.82895572;1.23921385;1.71169355;1.93884352;2.76299722;3.39246787;3.57903806;4.20112302;4.57495905;4.59375091;4.41723176;4.32272723;1.40016387;1.56706541;1.89339222;2.34269757;3.13786194;3.65513064;3.92908936;4.19168912;4.53287590;4.73510812;4.97680928;5.44331773;5.75459546;6.04880495;0.10200000;0.12900000;0.17505001;0.27031902;0.36484949;0.43543196;0.71687052;1.07134598;1.17232773;1.67824894;2.02513363;2.15387758;0.03853141;0.13184733;0.13184566;0.01323162;0.02094417;0.10177484;0.19316380;0.47930327;0.85531815;1.45080065;1.80893723;2.60311618;3.16192029;3.36378941;4.11339215;4.48922903;4.86575795;
20110704;0.98239205;1.10820112;1.47626216;1.67167333;1.86175039;2.12951568;2.31540227;2.70810238;2.97245281;3.09051937;3.69155791;3.86153367;3.86030495;1.11385087;1.24248507;1.35804646;1.52382446;1.82208308;2.13347308;2.46973117;2.74820798;3.12655925;3.40156172;3.54423566;4.01902871;4.24879049;4.29163517;4.31963286;0.55000000;0.57700000;0.62000000;0.81790615;1.21081838;1.68415032;1.91335882;2.73148654;3.37595519;3.56475364;4.17804566;4.56423854;4.58778854;4.41728170;4.32719288;1.40713015;1.57952713;1.91352306;2.35043918;3.13388417;3.65688712;3.95121214;4.22014743;4.56304596;4.78365544;5.02301637;5.47356908;5.78070551;6.07081677;0.10500000;0.12900000;0.17504935;0.27433451;0.36685370;0.43642592;0.72610081;1.08070100;1.18710684;1.68532436;2.03362090;2.17460012;0.03853141;0.13184733;0.13184566;0.01323162;0.02094417;0.10177484;0.19316380;0.47930327;0.85531815;1.45080065;1.80893723;2.60311618;3.16192029;3.36378941;4.11339215;4.48922903;4.86575795;
20110705;0.97676658;1.10933153;1.47205962;1.64244662;1.83457030;2.09914412;2.28497594;2.68944658;2.97294446;3.08968017;3.68641146;3.84310012;3.83464800;1.02500060;1.19529419;1.33962041;1.52121998;1.79753812;2.10362818;2.43838898;2.72056008;3.11568256;3.40448067;3.55147913;4.00966699;4.23904177;4.27747987;4.30198320;0.55000000;0.57700000;0.61300000;0.79983659;1.16827053;1.63924719;1.87047856;2.68779808;3.34095301;3.52830699;4.15423813;4.54901113;4.58621430;4.41090920;4.31973525;1.39477140;1.55782566;1.88504481;2.32651916;3.17327696;3.74263053;4.03824054;4.30696863;4.65140164;4.87236957;5.11565180;5.55387199;5.85212155;6.13376886;0.10500000;0.12900000;0.17104396;0.27534551;0.37391456;0.44045414;0.73736533;1.09317508;1.19853538;1.70042251;2.05024831;2.21159102;0.02230679;0.15213895;0.15213673;0.00726112;0.01354832;0.08434759;0.17717741;0.43507194;0.78423248;1.36030145;1.70913434;2.52389614;3.10220875;3.31157855;4.08612744;4.47450772;4.86362710;
20110706;0.97180472;1.09048069;1.44371354;1.57407109;1.76004180;2.00886356;2.17875532;2.59340179;2.89104340;3.00979538;3.60794093;3.76250818;3.74013954;0.90227393;1.16632942;1.33797345;1.55180328;1.75196290;2.05081988;2.37811618;2.65644678;3.06813827;3.38275369;3.52934805;3.98529362;4.20376605;4.22667884;4.24168767;0.55000000;0.57500000;0.60000000;0.79486715;1.08302038;1.55650264;1.78442629;2.60009759;3.25161675;3.44227659;4.08382531;4.51642843;4.56299678;4.38936414;4.29589426;1.40060270;1.56968805;1.89652241;2.41625631;3.31188679;3.90957891;4.19967315;4.46076971;4.80225340;5.01157321;5.25160374;5.68869793;5.97307798;6.24155498;0.10200000;0.12900000;0.17004487;0.27534965;0.37089426;0.43641973;0.73741751;1.09005100;1.19324123;1.70074699;2.04930292;2.20240020;0.00202779;0.15213895;0.15213673;0.00615370;0.01255809;0.06054450;0.18307572;0.43232120;0.77507981;1.34484455;1.69068679;2.50239274;3.08794676;3.29975168;4.07587229;4.46504299;4.85495583;
20110707;0.91611217;1.08072295;1.44063952;1.57813707;1.78246456;2.03130451;2.20331469;2.62465456;2.93154986;3.05035052;3.64677036;3.79989702;3.77530332;0.96071370;1.18878608;1.36545664;1.56157390;1.75348950;2.04920017;2.37732790;2.66028704;3.07327535;3.39070945;3.54501281;4.01483545;4.23066932;4.24968963;4.26166707;0.55000000;0.57500000;0.61200000;0.80587465;1.12757224;1.59722611;1.82628709;2.65713326;3.30970911;3.51052982;4.14377548;4.55544219;4.58069930;4.40277364;4.30293015;1.46335259;1.58897247;1.92833027;2.46624802;3.37458510;3.96365136;4.26091817;4.53085377;4.87565322;5.10970452;5.33651225;5.73525702;6.00454225;6.25869825;0.10200000;0.12900000;0.17004487;0.27836218;0.37794338;0.44347292;0.74761649;1.09718835;1.20147986;1.71718785;2.06225868;2.22632481;0.02230679;0.10141361;0.12170084;0.02550933;0.02818759;0.07404809;0.19848682;0.47797265;0.84466845;1.41291589;1.75842841;2.54643777;3.11734649;3.32408265;4.08332463;4.46400813;4.84540173;
20110708;0.93502110;1.03605523;1.35917365;1.46783714;1.65673166;1.88971978;2.05414234;2.46886284;2.78032479;2.89981397;3.50625548;3.65559090;3.64230019;0.94573586;1.16254702;1.31638493;1.52028111;1.65682407;1.93420938;2.26183951;2.54715587;2.97369919;3.31063860;3.46277797;3.88536240;4.08766367;4.10472973;4.11593346;0.55000000;0.57500000;0.57400000;0.75979035;1.06003186;1.50752921;1.74060027;2.54992551;3.19579201;3.39853001;4.03618395;4.48346238;4.52336233;4.34648114;4.25443582;1.54400895;1.67411194;1.98117385;2.56931857;3.56678738;4.16271124;4.43474887;4.67573758;4.97800635;5.14165682;5.37446754;5.78893153;6.07543713;6.34581241;0.10200000;0.12900000;0.16503892;0.27234640;0.38099530;0.44652468;0.75791215;1.09912351;1.20450279;1.71683729;2.06443711;2.22575513;0.01115308;0.11155769;0.12170084;0.02399596;0.02602284;0.06681799;0.17381253;0.40169323;0.72493820;1.27288911;1.60720120;2.40509378;3.00127046;3.21653941;3.99125175;4.37971474;4.76891748;
20110711;0.93035089;1.01860182;1.27006813;1.30625477;1.48177062;1.70400776;1.85659531;2.29017461;2.63168635;2.75399874;3.37617070;3.52246728;3.47505288;1.10291456;1.12114013;1.27792496;1.42717632;1.57290669;1.86928625;2.20502018;2.49343833;2.92912278;3.27241624;3.43250792;3.83755599;4.01509057;4.02878719;4.03720850;0.55000000;0.57300000;0.55600000;0.71865452;0.97619793;1.40663991;1.64470875;2.43572927;3.07830429;3.28411179;3.93934001;4.43128038;4.48588332;4.32190934;4.22303890;1.61731163;1.87266209;2.34907819;2.96594651;4.33008553;4.84616463;5.07474371;5.27047926;5.49560127;5.59220853;5.80437308;6.14654740;6.32328040;6.48987416;0.10500000;0.12500000;0.16003544;0.24926788;0.35485797;0.42138154;0.71301473;1.05899745;1.16318209;1.67576623;2.02755918;2.18862458;0.01013914;0.09127002;0.14199096;0.01650277;0.02433783;0.07027137;0.16904138;0.36903944;0.65987340;1.18346979;1.50563799;2.29380843;2.89198432;3.10899239;3.90068317;4.29768502;4.69545984;
20110712;0.93769994;1.02557655;1.27868787;1.29311639;1.52458806;1.76129510;1.90968873;2.32965050;2.65574883;2.78056275;3.40241579;3.55750344;3.50600480;1.02591378;1.12988621;1.27106470;1.42123786;1.60208687;1.91940155;2.27071761;2.55932673;2.98889110;3.31963529;3.47351517;3.87592529;4.06079866;4.07090436;4.07801606;0.55000000;0.56800000;0.55300000;0.71062722;0.97524790;1.40362665;1.64377852;2.43478842;3.08907657;3.29122913;3.94651019;4.41622181;4.47639069;4.31577553;4.22301655;1.77533196;2.09546635;2.40021843;3.01599758;4.30105055;4.79105208;5.00323944;5.18811065;5.38450878;5.47580007;5.70620974;6.04997027;6.20893273;6.35873219;0.10500000;0.12800000;0.15502795;0.23823458;0.33776263;0.40123948;0.67730229;1.02178385;1.13016898;1.64888489;1.99261646;2.15919636;0.00304169;0.08112693;0.12170084;0.01478905;0.03006217;0.07029104;0.17185090;0.36132039;0.63670091;1.15348852;1.47216321;2.24505838;2.84826920;3.06692163;3.85823914;4.25505351;4.65264028;
20110713;0.96883801;1.03040283;1.25743803;1.27412743;1.51369432;1.75448064;1.91853505;2.35036641;2.69118480;2.82067067;3.44827837;3.61137446;3.57627280;1.02247233;1.14013491;1.26800658;1.40982336;1.57942602;1.90731865;2.26838472;2.56913837;3.01024218;3.35048361;3.50710793;3.93483442;4.12364387;4.13386822;4.14147532;0.55000000;0.57200000;0.50900000;0.70376757;1.01298161;1.45091491;1.69116249;2.46109714;3.11001175;3.32950610;3.95863289;4.44522643;4.52754516;4.38590196;4.29033284;1.75275824;2.00678955;2.20723647;2.86382090;4.18121764;4.69853749;4.93893343;5.15407673;5.34271135;5.42851288;5.67069832;6.04124172;6.20070435;6.35094464;0.10200000;0.12900000;0.15502727;0.23522358;0.34079212;0.40528181;0.68548712;1.03748682;1.14160945;1.65600766;1.99989437;2.16246454;0.00405560;0.13184733;0.13184566;0.00272607;0.00507909;0.05279891;0.16875895;0.37220349;0.64620341;1.16830430;1.49340580;2.26704409;2.87867323;3.10005122;3.89247126;4.28983992;4.68798301;
20110714;0.96638094;1.02351224;1.22202736;1.23912393;1.48980069;1.73359022;1.90071127;2.34963555;2.68805598;2.81279841;3.45162166;3.61714397;3.58749533;1.08766258;1.12167817;1.23305897;1.38003607;1.56064309;1.89851777;2.25537731;2.54898108;2.98438286;3.32432448;3.48640378;3.93526617;4.14019114;4.14771320;4.15442573;0.55000000;0.57400000;0.53200000;0.71875161;1.02192204;1.45370515;1.69607268;2.46059131;3.10362735;3.31574513;3.95968564;4.44298346;4.51963163;4.36011314;4.26753863;1.68432311;1.93169316;2.20569982;2.91550322;4.22742703;4.72822781;4.96043246;5.17759047;5.41853229;5.51344984;5.74531219;6.15643234;6.27941582;6.39524295;0.10000000;0.12800000;0.15002284;0.21717357;0.31566384;0.37609203;0.64581949;0.99944239;1.10237972;1.62161653;1.96481319;2.12044968;0.01216703;0.12170226;0.12170084;0.01017951;0.01040096;0.04350296;0.16155576;0.38579436;0.66725413;1.20528443;1.53979522;2.31619017;2.92465730;3.14562347;3.94682100;4.34860395;4.75117842;
20110715;0.95253293;1.06451962;1.18628516;1.19305966;1.44261702;1.67080429;1.83365193;2.28306156;2.61980049;2.74432776;3.38886854;3.54689260;3.51396635;1.11693865;1.12126965;1.24289514;1.34377699;1.49267170;1.80792253;2.15978928;2.45229607;2.88767533;3.25176116;3.40788565;3.84791981;4.05914916;4.07926311;4.09283613;0.55000000;0.57500000;0.53800000;0.69460915;1.00177327;1.42930757;1.67999093;2.43545785;3.07099465;3.28784216;3.94190399;4.41962127;4.48885211;4.32431735;4.23091395;1.71382440;1.95423328;2.23986594;3.16548282;4.42598551;4.92092846;5.12516321;5.32439099;5.56411382;5.65690588;5.88241671;6.23134602;6.35131543;6.46427901;0.10200000;0.12700000;0.15002405;0.21516865;0.31063535;0.37106025;0.64280435;0.99956890;1.11003703;1.63858317;1.98078274;2.13892361;0.02332078;0.12170226;0.12170084;0.00915059;0.00920468;0.04944969;0.16295617;0.36850015;0.62440321;1.15071367;1.47835250;2.25776038;2.87519388;3.10018327;3.92616346;4.34041238;4.75550279;
20110718;0.97487268;1.07850919;1.18540520;1.21318807;1.45463226;1.67151576;1.83439999;2.28168527;2.59704404;2.71811336;3.34701906;3.50298882;3.46749754;1.11395283;1.11736637;1.23444950;1.33729183;1.55418873;1.87869631;2.21997664;2.50133780;2.92120970;3.26068242;3.41544759;3.83626648;4.04155408;4.06548488;4.08072935;0.55000000;0.57200000;0.55000000;0.70059077;0.98140702;1.40777045;1.65735265;2.39268785;3.02276070;3.23935060;3.87646416;4.37333044;4.46686126;4.30284046;4.21393813;1.97789828;2.26353477;2.65705563;3.59430925;4.80220782;5.29901205;5.48414873;5.65410391;5.83565915;5.89300150;6.09537075;6.42794569;6.52393962;6.61426180;0.10200000;0.12700000;0.15002405;0.21516865;0.31063535;0.37106025;0.64280435;0.99956890;1.11003703;1.63858317;1.98078274;2.13892361;0.02332080;0.12170226;0.12170084;0.00540192;0.01364527;0.05155740;0.16855680;0.38761083;0.62974895;1.15548752;1.48455614;2.27192218;2.90114564;3.13139332;3.98307917;4.41026027;4.83833597;
20110719;0.84458558;0.95789781;1.17006164;1.22740518;1.46578750;1.68783817;1.85282219;2.30133684;2.62020176;2.74947905;3.38286888;3.55272471;3.53371941;1.09646443;1.10015816;1.21091936;1.32279450;1.55513056;1.87518653;2.21355302;2.49249788;2.91507492;3.24516695;3.40546329;3.83590244;4.06580639;4.09079715;4.10651771;0.55000000;0.57000000;0.56300000;0.71159206;1.00967775;1.43208881;1.68384292;2.41633232;3.05736668;3.27048216;3.88687559;4.36387849;4.45621743;4.29231938;4.20221918;1.79766863;2.03850174;2.46461324;3.37452468;4.41868149;4.93808079;5.12127701;5.31528098;5.53800812;5.60697501;5.82433158;6.16600362;6.28227091;6.39165658;0.10300000;0.12900000;0.14902120;0.22018368;0.31565760;0.37608607;0.64478593;1.00156437;1.10988644;1.63728518;1.97947641;2.12276700;0.01115309;0.08112693;0.08112630;0.01588627;0.02261212;0.07558727;0.19033583;0.39244041;0.63415254;1.15421799;1.47996016;2.24154176;2.85459093;3.07761142;3.87918035;4.28115049;4.68391316;
20110720;0.78153037;0.90130351;1.19516735;1.30883163;1.55444448;1.78493744;1.95531288;2.40474712;2.71421893;2.84504542;3.49790963;3.66492465;3.64863010;1.04720090;1.11278177;1.19405383;1.38839642;1.61631197;1.92361354;2.25164467;2.52876610;2.95128750;3.28923322;3.44868968;3.89408416;4.13925817;4.17084996;4.19093823;0.55200000;0.57300000;0.55900000;0.72366724;1.02990000;1.45140229;1.70950546;2.44133015;3.08517631;3.30212905;3.92041558;4.37612368;4.47931078;4.31683707;4.22881141;1.54783259;1.83522498;2.36321412;3.27794010;4.26542919;4.72657363;4.93271289;5.15949348;5.39165352;5.47936570;5.70527451;6.04652799;6.17585433;6.29750855;0.10000000;0.13000000;0.15002153;0.22519744;0.31967128;0.38111345;0.64882121;0.99929965;1.10976579;1.63145137;1.97979852;2.12436180;0.00101389;0.09127002;0.09126922;0.02000985;0.02511491;0.07574797;0.18915458;0.39441046;0.64964802;1.18572515;1.52190185;2.29493733;2.90476516;3.12739362;3.93714784;4.34323466;4.75013009;
20110721;0.80094261;0.93560905;1.29435774;1.44218355;1.69109767;1.92607172;2.09778654;2.53334510;2.83482689;2.96031814;3.62091614;3.79157602;3.77842173;1.01758336;1.12995319;1.22574128;1.44730129;1.68102544;1.99914364;2.33038753;2.60872424;3.02550236;3.34093287;3.50155067;3.95768579;4.21296789;4.24412308;4.26379220;0.55200000;0.57300000;0.60500000;0.75463219;1.09243119;1.52669872;1.78608050;2.53346839;3.18257439;3.40010524;4.00016007;4.43627541;4.52276622;4.36424893;4.27095223;1.54010324;1.80496352;2.23874773;3.01726800;3.81672505;4.32796041;4.54137357;4.79574252;5.10095171;5.24440536;5.49457847;5.93317942;6.08556219;6.22889110;0.10200000;0.13500000;0.16002846;0.23521162;0.33372708;0.39416852;0.67120255;1.01984336;1.13684077;1.66142149;1.99908736;2.15342853;0.02534882;0.09127002;0.09126922;0.03331815;0.03811325;0.08410354;0.19981489;0.42180314;0.70236966;1.25080258;1.59542004;2.38293696;2.99037182;3.21181073;4.00984098;4.41003056;4.81100517;
20110722;0.82387030;0.94530418;1.25557485;1.39207272;1.63477356;1.87478413;2.03587668;2.47416635;2.77295098;2.90057929;3.57091980;3.73952608;3.70246869;1.03516986;1.15286572;1.21731554;1.45213880;1.67122281;1.97871452;2.30808689;2.57769424;2.96479113;3.29928933;3.45667234;3.89832897;4.13221574;4.16578948;4.18738410;0.54800000;0.57200000;0.57000000;0.71759303;1.03497234;1.45753847;1.72614987;2.45716244;3.11421278;3.33867771;3.92516716;4.39103328;4.47554079;4.31285825;4.21187964;1.55432255;1.81522085;2.28793968;3.05834116;3.90732506;4.43344489;4.66791620;4.88547052;5.14111337;5.29266497;5.52315337;5.91079525;6.07217702;6.19570908;0.10500000;0.13500000;0.16002746;0.23521063;0.33271874;0.39417071;0.67017813;1.01034306;1.12192077;1.64045286;1.97405946;2.13142714;0.01926480;0.09127002;0.10141262;0.04524587;0.03619754;0.08198111;0.19904578;0.41226475;0.67653081;1.21641181;1.55635747;2.33054795;2.93766943;3.15894221;3.95313724;4.35139825;4.75043696;
20110725;0.83460150;0.93859372;1.23300712;1.34789019;1.59562160;1.83552400;1.98919510;2.42058586;2.72469580;2.85097373;3.51464393;3.67891158;3.64508143;1.02117292;1.14472297;1.20028249;1.43383100;1.64886080;1.95323510;2.27996698;2.55435992;2.96862058;3.29944913;3.45551088;3.89304520;4.12108933;4.15324364;4.17437848;0.55000000;0.57200000;0.54400000;0.69960961;0.98346354;1.40159319;1.67315897;2.37482949;3.03962794;3.26851101;3.86959741;4.34604588;4.44783348;4.27192562;4.18013003;1.62904657;1.91526424;2.35000165;3.20983023;4.18047890;4.70886790;4.92742368;5.14217123;5.43527136;5.54376215;5.76375959;6.18350704;6.42212379;6.42198684;0.11300000;0.12900000;0.16003104;0.23019759;0.32568443;0.38713157;0.66308978;1.00423361;1.11686732;1.63985401;1.97466147;2.13052769;0.01926481;0.09127002;0.10141262;0.04506408;0.04544753;0.10077698;0.21532576;0.44040179;0.70225974;1.24191709;1.58438533;2.36693921;2.98137979;3.20590567;4.01294079;4.41765950;4.82318108;
20110726;0.81749167;0.92653281;1.21478097;1.32787032;1.56740797;1.80001315;1.95155810;2.38372406;2.69096113;2.81710797;3.48355295;3.65327143;3.61604234;0.98965712;1.16285374;1.20691003;1.40269466;1.61486566;1.89974238;2.21218804;2.48261299;2.89199356;3.24033987;3.39846007;3.85194904;4.07975285;4.10667427;4.12259087;0.54800000;0.57000000;0.54000000;0.72374464;1.01982774;1.43095385;1.70892069;2.40786413;3.07566003;3.31215350;3.88589774;4.36814223;4.46486835;4.29149231;4.19378715;1.60882517;1.88675071;2.27676851;3.10988769;4.12792997;4.69687139;4.91812590;5.13280842;5.43830107;5.53925564;5.74654224;6.14090974;6.38903827;6.35283659;0.11300000;0.12900000;0.16003104;0.22819112;0.32367514;0.38512085;0.66311874;1.00955553;1.12005506;1.64425647;1.97664168;2.12984190;0.03346112;0.09127002;0.10141262;0.06815720;0.07077575;0.11352482;0.21984130;0.42001205;0.67190036;1.20052043;1.53739616;2.31834967;2.93146454;3.15615538;3.97039289;4.37873461;4.78789381;
20110727;0.72072389;0.82174028;1.12247549;1.27007412;1.50536361;1.73261657;1.87984665;2.30380879;2.61047829;2.73635243;3.40290042;3.57794783;3.53525682;0.95644328;1.09676461;1.16900443;1.37784052;1.56338326;1.82883749;2.12951117;2.39480340;2.80350675;3.16211134;3.32232676;3.77419324;4.00161489;4.03194548;4.04920565;0.54800000;0.57000000;0.53700000;0.69360827;0.97541831;1.35846912;1.64036430;2.33168104;2.98743977;3.21965851;3.80794585;4.32227031;4.44815536;4.28195199;4.18317294;1.59415760;1.89476592;2.26904358;3.08577840;4.21368104;4.80995482;5.02947796;5.25127451;5.56403306;5.65725794;5.86916663;6.25735281;6.49634269;6.40327891;0.10300000;0.12900000;0.16003325;0.22418047;0.31563126;0.37403998;0.65092751;0.99510437;1.10770779;1.63163012;1.96627117;2.11801945;0.08518470;0.14199289;0.14199096;0.08517203;0.07141436;0.12681644;0.21713770;0.44202369;0.71406854;1.24267884;1.58020087;2.35797710;2.96116018;3.18232205;3.98292998;4.38441616;4.78669257;
